	Country	Invader_Species	Role	Email
4832	Georgia	aliens	attack	iron.man@avengers.com
4833	Georgia	predators	attack	thor@avengers.com
4834	Georgia	d&d_beholder	attack	wasp@avengers.com
4835	Georgia	d&d_beholder	defense	wasp@avengers.com
4836	Georgia	d&d_beholder	heal	wasp@avengers.com
4837	Georgia	d&d_devil	attack	ant.man@avengers.com
4838	Georgia	d&d_devil	defense	ant.man@avengers.com
4839	Georgia	d&d_devil	heal	batman@dc-world.com
4840	Georgia	d&d_lich	attack	hulk@avengers.com
4841	Georgia	d&d_lich	defense	hulk@avengers.com
4842	Georgia	d&d_lich	heal	hulk@avengers.com
4843	Georgia	d&d_mind_flayer	attack	capatain.america@avengers.com
4844	Georgia	d&d_mind_flayer	defense	capatain.america@avengers.com
4845	Georgia	d&d_mind_flayer	heal	capatain.america@avengers.com
4846	Georgia	d&d_vampire	attack	capatain.america@avengers.com
4847	Georgia	d&d_vampire	defense	capatain.america@avengers.com
4848	Georgia	d&d_vampire	heal	capatain.america@avengers.com
4849	Georgia	d&d_red_dragon	attack	capatain.america@avengers.com
4850	Georgia	d&d_red_dragon	defense	capatain.america@avengers.com
4851	Georgia	d&d_red_dragon	heal	capatain.america@avengers.com
4852	Georgia	d&d_hill_giant	attack	hawkeye@avengers.com
4853	Georgia	d&d_hill_giant	defense	hawkeye@avengers.com
4854	Georgia	d&d_hill_giant	heal	hawkeye@avengers.com
4855	Georgia	d&d_treant	attack	hawkeye@avengers.com
4856	Georgia	d&d_treant	defense	hawkeye@avengers.com
4857	Georgia	d&d_treant	heal	hawkeye@avengers.com
4858	Georgia	d&d_werewolf	attack	capatain.america@avengers.com
4859	Georgia	d&d_werewolf	defense	capatain.america@avengers.com
4860	Georgia	d&d_werewolf	heal	capatain.america@avengers.com
4861	Georgia	d&d_yuan-ti	attack	capatain.america@avengers.com
4862	Georgia	d&d_yuan-ti	defense	capatain.america@avengers.com
4863	Georgia	d&d_yuan-ti	heal	capatain.america@avengers.com
4864	Guinea	aliens	attack	iron.man@avengers.com
4865	Guinea	predators	attack	thor@avengers.com
4866	Guinea	d&d_beholder	attack	wasp@avengers.com
4867	Guinea	d&d_beholder	defense	wasp@avengers.com
4868	Guinea	d&d_beholder	heal	wasp@avengers.com
4869	Guinea	d&d_devil	attack	ant.man@avengers.com
4870	Guinea	d&d_devil	defense	ant.man@avengers.com
4871	Guinea	d&d_devil	heal	batman@dc-world.com
4872	Guinea	d&d_lich	attack	hulk@avengers.com
4873	Guinea	d&d_lich	defense	hulk@avengers.com
4874	Guinea	d&d_lich	heal	hulk@avengers.com
4875	Guinea	d&d_mind_flayer	attack	capatain.america@avengers.com
4876	Guinea	d&d_mind_flayer	defense	capatain.america@avengers.com
4877	Guinea	d&d_mind_flayer	heal	capatain.america@avengers.com
4878	Guinea	d&d_vampire	attack	capatain.america@avengers.com
4879	Guinea	d&d_vampire	defense	capatain.america@avengers.com
4880	Guinea	d&d_vampire	heal	capatain.america@avengers.com
4881	Guinea	d&d_red_dragon	attack	capatain.america@avengers.com
4882	Guinea	d&d_red_dragon	defense	capatain.america@avengers.com
4883	Guinea	d&d_red_dragon	heal	capatain.america@avengers.com
4884	Guinea	d&d_hill_giant	attack	hawkeye@avengers.com
4885	Guinea	d&d_hill_giant	defense	hawkeye@avengers.com
4886	Guinea	d&d_hill_giant	heal	hawkeye@avengers.com
4887	Guinea	d&d_treant	attack	hawkeye@avengers.com
4888	Guinea	d&d_treant	defense	hawkeye@avengers.com
4889	Guinea	d&d_treant	heal	hawkeye@avengers.com
4890	Guinea	d&d_werewolf	attack	capatain.america@avengers.com
4891	Guinea	d&d_werewolf	defense	capatain.america@avengers.com
4892	Guinea	d&d_werewolf	heal	capatain.america@avengers.com
4893	Guinea	d&d_yuan-ti	attack	capatain.america@avengers.com
4894	Guinea	d&d_yuan-ti	defense	capatain.america@avengers.com
4895	Guinea	d&d_yuan-ti	heal	capatain.america@avengers.com
4896	Gambia	aliens	attack	iron.man@avengers.com
4897	Gambia	predators	attack	thor@avengers.com
4898	Gambia	d&d_beholder	attack	wasp@avengers.com
4899	Gambia	d&d_beholder	defense	wasp@avengers.com
4900	Gambia	d&d_beholder	heal	wasp@avengers.com
4901	Gambia	d&d_devil	attack	ant.man@avengers.com
4902	Gambia	d&d_devil	defense	ant.man@avengers.com
4903	Gambia	d&d_devil	heal	batman@dc-world.com
4904	Gambia	d&d_lich	attack	hulk@avengers.com
4905	Gambia	d&d_lich	defense	hulk@avengers.com
4906	Gambia	d&d_lich	heal	hulk@avengers.com
4907	Gambia	d&d_mind_flayer	attack	capatain.america@avengers.com
4908	Gambia	d&d_mind_flayer	defense	capatain.america@avengers.com
4909	Gambia	d&d_mind_flayer	heal	capatain.america@avengers.com
4910	Gambia	d&d_vampire	attack	capatain.america@avengers.com
4911	Gambia	d&d_vampire	defense	capatain.america@avengers.com
4912	Gambia	d&d_vampire	heal	capatain.america@avengers.com
4913	Gambia	d&d_red_dragon	attack	capatain.america@avengers.com
4914	Gambia	d&d_red_dragon	defense	capatain.america@avengers.com
4915	Gambia	d&d_red_dragon	heal	capatain.america@avengers.com
4916	Gambia	d&d_hill_giant	attack	hawkeye@avengers.com
4917	Gambia	d&d_hill_giant	defense	hawkeye@avengers.com
4918	Gambia	d&d_hill_giant	heal	hawkeye@avengers.com
4919	Gambia	d&d_treant	attack	hawkeye@avengers.com
4920	Gambia	d&d_treant	defense	hawkeye@avengers.com
4921	Gambia	d&d_treant	heal	hawkeye@avengers.com
4922	Gambia	d&d_werewolf	attack	capatain.america@avengers.com
4923	Gambia	d&d_werewolf	defense	capatain.america@avengers.com
4924	Gambia	d&d_werewolf	heal	capatain.america@avengers.com
4925	Gambia	d&d_yuan-ti	attack	capatain.america@avengers.com
4926	Gambia	d&d_yuan-ti	defense	capatain.america@avengers.com
4927	Gambia	d&d_yuan-ti	heal	capatain.america@avengers.com
4928	Guinea-Bissau	aliens	attack	iron.man@avengers.com
4929	Guinea-Bissau	predators	attack	thor@avengers.com
4930	Guinea-Bissau	d&d_beholder	attack	wasp@avengers.com
4931	Guinea-Bissau	d&d_beholder	defense	wasp@avengers.com
4932	Guinea-Bissau	d&d_beholder	heal	wasp@avengers.com
4933	Guinea-Bissau	d&d_devil	attack	ant.man@avengers.com
4934	Guinea-Bissau	d&d_devil	defense	ant.man@avengers.com
4935	Guinea-Bissau	d&d_devil	heal	batman@dc-world.com
4936	Guinea-Bissau	d&d_lich	attack	hulk@avengers.com
4937	Guinea-Bissau	d&d_lich	defense	hulk@avengers.com
4938	Guinea-Bissau	d&d_lich	heal	hulk@avengers.com
4939	Guinea-Bissau	d&d_mind_flayer	attack	capatain.america@avengers.com
4940	Guinea-Bissau	d&d_mind_flayer	defense	capatain.america@avengers.com
4941	Guinea-Bissau	d&d_mind_flayer	heal	capatain.america@avengers.com
4942	Guinea-Bissau	d&d_vampire	attack	capatain.america@avengers.com
4943	Guinea-Bissau	d&d_vampire	defense	capatain.america@avengers.com
4944	Guinea-Bissau	d&d_vampire	heal	capatain.america@avengers.com
4945	Guinea-Bissau	d&d_red_dragon	attack	capatain.america@avengers.com
4946	Guinea-Bissau	d&d_red_dragon	defense	capatain.america@avengers.com
4947	Guinea-Bissau	d&d_red_dragon	heal	capatain.america@avengers.com
4948	Guinea-Bissau	d&d_hill_giant	attack	hawkeye@avengers.com
4949	Guinea-Bissau	d&d_hill_giant	defense	hawkeye@avengers.com
4950	Guinea-Bissau	d&d_hill_giant	heal	hawkeye@avengers.com
4951	Guinea-Bissau	d&d_treant	attack	hawkeye@avengers.com
4952	Guinea-Bissau	d&d_treant	defense	hawkeye@avengers.com
4953	Guinea-Bissau	d&d_treant	heal	hawkeye@avengers.com
4954	Guinea-Bissau	d&d_werewolf	attack	capatain.america@avengers.com
4955	Guinea-Bissau	d&d_werewolf	defense	capatain.america@avengers.com
4956	Guinea-Bissau	d&d_werewolf	heal	capatain.america@avengers.com
4957	Guinea-Bissau	d&d_yuan-ti	attack	capatain.america@avengers.com
4958	Guinea-Bissau	d&d_yuan-ti	defense	capatain.america@avengers.com
4959	Guinea-Bissau	d&d_yuan-ti	heal	capatain.america@avengers.com
4960	Equatorial Guinea	aliens	attack	iron.man@avengers.com
4961	Equatorial Guinea	predators	attack	thor@avengers.com
4962	Equatorial Guinea	d&d_beholder	attack	wasp@avengers.com
4963	Equatorial Guinea	d&d_beholder	defense	wasp@avengers.com
4964	Equatorial Guinea	d&d_beholder	heal	wasp@avengers.com
4965	Equatorial Guinea	d&d_devil	attack	ant.man@avengers.com
4966	Equatorial Guinea	d&d_devil	defense	ant.man@avengers.com
4967	Equatorial Guinea	d&d_devil	heal	batman@dc-world.com
4968	Equatorial Guinea	d&d_lich	attack	hulk@avengers.com
4969	Equatorial Guinea	d&d_lich	defense	hulk@avengers.com
4970	Equatorial Guinea	d&d_lich	heal	hulk@avengers.com
4971	Equatorial Guinea	d&d_mind_flayer	attack	capatain.america@avengers.com
4972	Equatorial Guinea	d&d_mind_flayer	defense	capatain.america@avengers.com
4973	Equatorial Guinea	d&d_mind_flayer	heal	capatain.america@avengers.com
4974	Equatorial Guinea	d&d_vampire	attack	capatain.america@avengers.com
4975	Equatorial Guinea	d&d_vampire	defense	capatain.america@avengers.com
4976	Equatorial Guinea	d&d_vampire	heal	capatain.america@avengers.com
4977	Equatorial Guinea	d&d_red_dragon	attack	capatain.america@avengers.com
4978	Equatorial Guinea	d&d_red_dragon	defense	capatain.america@avengers.com
4979	Equatorial Guinea	d&d_red_dragon	heal	capatain.america@avengers.com
4980	Equatorial Guinea	d&d_hill_giant	attack	hawkeye@avengers.com
4981	Equatorial Guinea	d&d_hill_giant	defense	hawkeye@avengers.com
4982	Equatorial Guinea	d&d_hill_giant	heal	hawkeye@avengers.com
4983	Equatorial Guinea	d&d_treant	attack	hawkeye@avengers.com
4984	Equatorial Guinea	d&d_treant	defense	hawkeye@avengers.com
4985	Equatorial Guinea	d&d_treant	heal	hawkeye@avengers.com
4986	Equatorial Guinea	d&d_werewolf	attack	capatain.america@avengers.com
4987	Equatorial Guinea	d&d_werewolf	defense	capatain.america@avengers.com
4988	Equatorial Guinea	d&d_werewolf	heal	capatain.america@avengers.com
4989	Equatorial Guinea	d&d_yuan-ti	attack	capatain.america@avengers.com
4990	Equatorial Guinea	d&d_yuan-ti	defense	capatain.america@avengers.com
4991	Equatorial Guinea	d&d_yuan-ti	heal	capatain.america@avengers.com
4992	Grenada	aliens	attack	iron.man@avengers.com
4993	Grenada	predators	attack	thor@avengers.com
4994	Grenada	d&d_beholder	attack	wasp@avengers.com
4995	Grenada	d&d_beholder	defense	wasp@avengers.com
4996	Grenada	d&d_beholder	heal	wasp@avengers.com
4997	Grenada	d&d_devil	attack	ant.man@avengers.com
4998	Grenada	d&d_devil	defense	ant.man@avengers.com
4999	Grenada	d&d_devil	heal	batman@dc-world.com
5000	Grenada	d&d_lich	attack	hulk@avengers.com
5001	Grenada	d&d_lich	defense	hulk@avengers.com
5002	Grenada	d&d_lich	heal	hulk@avengers.com
5003	Grenada	d&d_mind_flayer	attack	capatain.america@avengers.com
5004	Grenada	d&d_mind_flayer	defense	capatain.america@avengers.com
5005	Grenada	d&d_mind_flayer	heal	capatain.america@avengers.com
5006	Grenada	d&d_vampire	attack	capatain.america@avengers.com
5007	Grenada	d&d_vampire	defense	capatain.america@avengers.com
5008	Grenada	d&d_vampire	heal	capatain.america@avengers.com
5009	Grenada	d&d_red_dragon	attack	capatain.america@avengers.com
5010	Grenada	d&d_red_dragon	defense	capatain.america@avengers.com
5011	Grenada	d&d_red_dragon	heal	capatain.america@avengers.com
5012	Grenada	d&d_hill_giant	attack	hawkeye@avengers.com
5013	Grenada	d&d_hill_giant	defense	hawkeye@avengers.com
5014	Grenada	d&d_hill_giant	heal	hawkeye@avengers.com
5015	Grenada	d&d_treant	attack	hawkeye@avengers.com
5016	Grenada	d&d_treant	defense	hawkeye@avengers.com
5017	Grenada	d&d_treant	heal	hawkeye@avengers.com
5018	Grenada	d&d_werewolf	attack	capatain.america@avengers.com
5019	Grenada	d&d_werewolf	defense	capatain.america@avengers.com
5020	Grenada	d&d_werewolf	heal	capatain.america@avengers.com
5021	Grenada	d&d_yuan-ti	attack	capatain.america@avengers.com
5022	Grenada	d&d_yuan-ti	defense	capatain.america@avengers.com
5023	Grenada	d&d_yuan-ti	heal	capatain.america@avengers.com
5024	Guyana	aliens	attack	iron.man@avengers.com
5025	Guyana	predators	attack	thor@avengers.com
5026	Guyana	d&d_beholder	attack	wasp@avengers.com
5027	Guyana	d&d_beholder	defense	wasp@avengers.com
5028	Guyana	d&d_beholder	heal	wasp@avengers.com
5029	Guyana	d&d_devil	attack	ant.man@avengers.com
5030	Guyana	d&d_devil	defense	ant.man@avengers.com
5031	Guyana	d&d_devil	heal	batman@dc-world.com
5032	Guyana	d&d_lich	attack	hulk@avengers.com
5033	Guyana	d&d_lich	defense	hulk@avengers.com
5034	Guyana	d&d_lich	heal	hulk@avengers.com
5035	Guyana	d&d_mind_flayer	attack	capatain.america@avengers.com
5036	Guyana	d&d_mind_flayer	defense	capatain.america@avengers.com
5037	Guyana	d&d_mind_flayer	heal	capatain.america@avengers.com
5038	Guyana	d&d_vampire	attack	capatain.america@avengers.com
5039	Guyana	d&d_vampire	defense	capatain.america@avengers.com
5040	Guyana	d&d_vampire	heal	capatain.america@avengers.com
5041	Guyana	d&d_red_dragon	attack	capatain.america@avengers.com
5042	Guyana	d&d_red_dragon	defense	capatain.america@avengers.com
5043	Guyana	d&d_red_dragon	heal	capatain.america@avengers.com
5044	Guyana	d&d_hill_giant	attack	hawkeye@avengers.com
5045	Guyana	d&d_hill_giant	defense	hawkeye@avengers.com
5046	Guyana	d&d_hill_giant	heal	hawkeye@avengers.com
5047	Guyana	d&d_treant	attack	hawkeye@avengers.com
5048	Guyana	d&d_treant	defense	hawkeye@avengers.com
5049	Guyana	d&d_treant	heal	hawkeye@avengers.com
5050	Guyana	d&d_werewolf	attack	capatain.america@avengers.com
5051	Guyana	d&d_werewolf	defense	capatain.america@avengers.com
5052	Guyana	d&d_werewolf	heal	capatain.america@avengers.com
5053	Guyana	d&d_yuan-ti	attack	capatain.america@avengers.com
5054	Guyana	d&d_yuan-ti	defense	capatain.america@avengers.com
5055	Guyana	d&d_yuan-ti	heal	capatain.america@avengers.com
5056	Haiti	aliens	attack	iron.man@avengers.com
5057	Haiti	predators	attack	thor@avengers.com
5058	Haiti	d&d_beholder	attack	wasp@avengers.com
5059	Haiti	d&d_beholder	defense	wasp@avengers.com
5060	Haiti	d&d_beholder	heal	wasp@avengers.com
5061	Haiti	d&d_devil	attack	ant.man@avengers.com
5062	Haiti	d&d_devil	defense	ant.man@avengers.com
5063	Haiti	d&d_devil	heal	batman@dc-world.com
5064	Haiti	d&d_lich	attack	hulk@avengers.com
5065	Haiti	d&d_lich	defense	hulk@avengers.com
5066	Haiti	d&d_lich	heal	hulk@avengers.com
5067	Haiti	d&d_mind_flayer	attack	capatain.america@avengers.com
5068	Haiti	d&d_mind_flayer	defense	capatain.america@avengers.com
5069	Haiti	d&d_mind_flayer	heal	capatain.america@avengers.com
5070	Haiti	d&d_vampire	attack	capatain.america@avengers.com
5071	Haiti	d&d_vampire	defense	capatain.america@avengers.com
5072	Haiti	d&d_vampire	heal	capatain.america@avengers.com
5073	Haiti	d&d_red_dragon	attack	capatain.america@avengers.com
5074	Haiti	d&d_red_dragon	defense	capatain.america@avengers.com
5075	Haiti	d&d_red_dragon	heal	capatain.america@avengers.com
5076	Haiti	d&d_hill_giant	attack	hawkeye@avengers.com
5077	Haiti	d&d_hill_giant	defense	hawkeye@avengers.com
5078	Haiti	d&d_hill_giant	heal	hawkeye@avengers.com
5079	Haiti	d&d_treant	attack	hawkeye@avengers.com
5080	Haiti	d&d_treant	defense	hawkeye@avengers.com
5081	Haiti	d&d_treant	heal	hawkeye@avengers.com
5082	Haiti	d&d_werewolf	attack	capatain.america@avengers.com
5083	Haiti	d&d_werewolf	defense	capatain.america@avengers.com
5084	Haiti	d&d_werewolf	heal	capatain.america@avengers.com
5085	Haiti	d&d_yuan-ti	attack	capatain.america@avengers.com
5086	Haiti	d&d_yuan-ti	defense	capatain.america@avengers.com
5087	Haiti	d&d_yuan-ti	heal	capatain.america@avengers.com
5088	Kyrgyzstan	aliens	attack	iron.man@avengers.com
5089	Kyrgyzstan	predators	attack	thor@avengers.com
5090	Kyrgyzstan	d&d_beholder	attack	wasp@avengers.com
5091	Kyrgyzstan	d&d_beholder	defense	wasp@avengers.com
5092	Kyrgyzstan	d&d_beholder	heal	wasp@avengers.com
5093	Kyrgyzstan	d&d_devil	attack	ant.man@avengers.com
5094	Kyrgyzstan	d&d_devil	defense	ant.man@avengers.com
5095	Kyrgyzstan	d&d_devil	heal	batman@dc-world.com
5096	Kyrgyzstan	d&d_lich	attack	hulk@avengers.com
5097	Kyrgyzstan	d&d_lich	defense	hulk@avengers.com
5098	Kyrgyzstan	d&d_lich	heal	hulk@avengers.com
5099	Kyrgyzstan	d&d_mind_flayer	attack	capatain.america@avengers.com
5100	Kyrgyzstan	d&d_mind_flayer	defense	capatain.america@avengers.com
5101	Kyrgyzstan	d&d_mind_flayer	heal	capatain.america@avengers.com
5102	Kyrgyzstan	d&d_vampire	attack	capatain.america@avengers.com
5103	Kyrgyzstan	d&d_vampire	defense	capatain.america@avengers.com
5104	Kyrgyzstan	d&d_vampire	heal	capatain.america@avengers.com
5105	Kyrgyzstan	d&d_red_dragon	attack	capatain.america@avengers.com
5106	Kyrgyzstan	d&d_red_dragon	defense	capatain.america@avengers.com
5107	Kyrgyzstan	d&d_red_dragon	heal	capatain.america@avengers.com
5108	Kyrgyzstan	d&d_hill_giant	attack	hawkeye@avengers.com
5109	Kyrgyzstan	d&d_hill_giant	defense	hawkeye@avengers.com
5110	Kyrgyzstan	d&d_hill_giant	heal	hawkeye@avengers.com
5111	Kyrgyzstan	d&d_treant	attack	hawkeye@avengers.com
5112	Kyrgyzstan	d&d_treant	defense	hawkeye@avengers.com
5113	Kyrgyzstan	d&d_treant	heal	hawkeye@avengers.com
5114	Kyrgyzstan	d&d_werewolf	attack	capatain.america@avengers.com
5115	Kyrgyzstan	d&d_werewolf	defense	capatain.america@avengers.com
5116	Kyrgyzstan	d&d_werewolf	heal	capatain.america@avengers.com
5117	Kyrgyzstan	d&d_yuan-ti	attack	capatain.america@avengers.com
5118	Kyrgyzstan	d&d_yuan-ti	defense	capatain.america@avengers.com
5119	Kyrgyzstan	d&d_yuan-ti	heal	capatain.america@avengers.com
5120	Kiribati	aliens	attack	iron.man@avengers.com
5121	Kiribati	predators	attack	thor@avengers.com
5122	Kiribati	d&d_beholder	attack	wasp@avengers.com
5123	Kiribati	d&d_beholder	defense	wasp@avengers.com
5124	Kiribati	d&d_beholder	heal	wasp@avengers.com
5125	Kiribati	d&d_devil	attack	ant.man@avengers.com
5126	Kiribati	d&d_devil	defense	ant.man@avengers.com
5127	Kiribati	d&d_devil	heal	batman@dc-world.com
5128	Kiribati	d&d_lich	attack	hulk@avengers.com
5129	Kiribati	d&d_lich	defense	hulk@avengers.com
5130	Kiribati	d&d_lich	heal	hulk@avengers.com
5131	Kiribati	d&d_mind_flayer	attack	capatain.america@avengers.com
5132	Kiribati	d&d_mind_flayer	defense	capatain.america@avengers.com
5133	Kiribati	d&d_mind_flayer	heal	capatain.america@avengers.com
5134	Kiribati	d&d_vampire	attack	capatain.america@avengers.com
5135	Kiribati	d&d_vampire	defense	capatain.america@avengers.com
5136	Kiribati	d&d_vampire	heal	capatain.america@avengers.com
5137	Kiribati	d&d_red_dragon	attack	capatain.america@avengers.com
5138	Kiribati	d&d_red_dragon	defense	capatain.america@avengers.com
5139	Kiribati	d&d_red_dragon	heal	capatain.america@avengers.com
5140	Kiribati	d&d_hill_giant	attack	hawkeye@avengers.com
5141	Kiribati	d&d_hill_giant	defense	hawkeye@avengers.com
5142	Kiribati	d&d_hill_giant	heal	hawkeye@avengers.com
5143	Kiribati	d&d_treant	attack	hawkeye@avengers.com
5144	Kiribati	d&d_treant	defense	hawkeye@avengers.com
5145	Kiribati	d&d_treant	heal	hawkeye@avengers.com
5146	Kiribati	d&d_werewolf	attack	capatain.america@avengers.com
5147	Kiribati	d&d_werewolf	defense	capatain.america@avengers.com
5148	Kiribati	d&d_werewolf	heal	capatain.america@avengers.com
5149	Kiribati	d&d_yuan-ti	attack	capatain.america@avengers.com
5150	Kiribati	d&d_yuan-ti	defense	capatain.america@avengers.com
5151	Kiribati	d&d_yuan-ti	heal	capatain.america@avengers.com
5152	Saint Kitts and Nevis	aliens	attack	iron.man@avengers.com
5153	Saint Kitts and Nevis	predators	attack	thor@avengers.com
5154	Saint Kitts and Nevis	d&d_beholder	attack	wasp@avengers.com
5155	Saint Kitts and Nevis	d&d_beholder	defense	wasp@avengers.com
5156	Saint Kitts and Nevis	d&d_beholder	heal	wasp@avengers.com
5157	Saint Kitts and Nevis	d&d_devil	attack	ant.man@avengers.com
5158	Saint Kitts and Nevis	d&d_devil	defense	ant.man@avengers.com
5159	Saint Kitts and Nevis	d&d_devil	heal	batman@dc-world.com
5160	Saint Kitts and Nevis	d&d_lich	attack	hulk@avengers.com
5161	Saint Kitts and Nevis	d&d_lich	defense	hulk@avengers.com
5162	Saint Kitts and Nevis	d&d_lich	heal	hulk@avengers.com
5163	Saint Kitts and Nevis	d&d_mind_flayer	attack	capatain.america@avengers.com
5164	Saint Kitts and Nevis	d&d_mind_flayer	defense	capatain.america@avengers.com
5165	Saint Kitts and Nevis	d&d_mind_flayer	heal	capatain.america@avengers.com
5166	Saint Kitts and Nevis	d&d_vampire	attack	capatain.america@avengers.com
5167	Saint Kitts and Nevis	d&d_vampire	defense	capatain.america@avengers.com
5168	Saint Kitts and Nevis	d&d_vampire	heal	capatain.america@avengers.com
5169	Saint Kitts and Nevis	d&d_red_dragon	attack	capatain.america@avengers.com
5170	Saint Kitts and Nevis	d&d_red_dragon	defense	capatain.america@avengers.com
5171	Saint Kitts and Nevis	d&d_red_dragon	heal	capatain.america@avengers.com
5172	Saint Kitts and Nevis	d&d_hill_giant	attack	hawkeye@avengers.com
5173	Saint Kitts and Nevis	d&d_hill_giant	defense	hawkeye@avengers.com
5174	Saint Kitts and Nevis	d&d_hill_giant	heal	hawkeye@avengers.com
5175	Saint Kitts and Nevis	d&d_treant	attack	hawkeye@avengers.com
5176	Saint Kitts and Nevis	d&d_treant	defense	hawkeye@avengers.com
5177	Saint Kitts and Nevis	d&d_treant	heal	hawkeye@avengers.com
5178	Saint Kitts and Nevis	d&d_werewolf	attack	capatain.america@avengers.com
5179	Saint Kitts and Nevis	d&d_werewolf	defense	capatain.america@avengers.com
5180	Saint Kitts and Nevis	d&d_werewolf	heal	capatain.america@avengers.com
5181	Saint Kitts and Nevis	d&d_yuan-ti	attack	capatain.america@avengers.com
5182	Saint Kitts and Nevis	d&d_yuan-ti	defense	capatain.america@avengers.com
5183	Saint Kitts and Nevis	d&d_yuan-ti	heal	capatain.america@avengers.com
5184	Liberia	aliens	attack	iron.man@avengers.com
5185	Liberia	predators	attack	thor@avengers.com
5186	Liberia	d&d_beholder	attack	wasp@avengers.com
5187	Liberia	d&d_beholder	defense	wasp@avengers.com
5188	Liberia	d&d_beholder	heal	wasp@avengers.com
5189	Liberia	d&d_devil	attack	ant.man@avengers.com
5190	Liberia	d&d_devil	defense	ant.man@avengers.com
5191	Liberia	d&d_devil	heal	batman@dc-world.com
5192	Liberia	d&d_lich	attack	hulk@avengers.com
5193	Liberia	d&d_lich	defense	hulk@avengers.com
5194	Liberia	d&d_lich	heal	hulk@avengers.com
5195	Liberia	d&d_mind_flayer	attack	capatain.america@avengers.com
5196	Liberia	d&d_mind_flayer	defense	capatain.america@avengers.com
5197	Liberia	d&d_mind_flayer	heal	capatain.america@avengers.com
5198	Liberia	d&d_vampire	attack	capatain.america@avengers.com
5199	Liberia	d&d_vampire	defense	capatain.america@avengers.com
5200	Liberia	d&d_vampire	heal	capatain.america@avengers.com
5201	Liberia	d&d_red_dragon	attack	capatain.america@avengers.com
5202	Liberia	d&d_red_dragon	defense	capatain.america@avengers.com
5203	Liberia	d&d_red_dragon	heal	capatain.america@avengers.com
5204	Liberia	d&d_hill_giant	attack	hawkeye@avengers.com
5205	Liberia	d&d_hill_giant	defense	hawkeye@avengers.com
5206	Liberia	d&d_hill_giant	heal	hawkeye@avengers.com
5207	Liberia	d&d_treant	attack	hawkeye@avengers.com
5208	Liberia	d&d_treant	defense	hawkeye@avengers.com
5209	Liberia	d&d_treant	heal	hawkeye@avengers.com
5210	Liberia	d&d_werewolf	attack	capatain.america@avengers.com
5211	Liberia	d&d_werewolf	defense	capatain.america@avengers.com
5212	Liberia	d&d_werewolf	heal	capatain.america@avengers.com
5213	Liberia	d&d_yuan-ti	attack	capatain.america@avengers.com
5214	Liberia	d&d_yuan-ti	defense	capatain.america@avengers.com
5215	Liberia	d&d_yuan-ti	heal	capatain.america@avengers.com
5216	Saint Lucia	aliens	attack	iron.man@avengers.com
5217	Saint Lucia	predators	attack	thor@avengers.com
5218	Saint Lucia	d&d_beholder	attack	wasp@avengers.com
5219	Saint Lucia	d&d_beholder	defense	wasp@avengers.com
5220	Saint Lucia	d&d_beholder	heal	wasp@avengers.com
5221	Saint Lucia	d&d_devil	attack	ant.man@avengers.com
5222	Saint Lucia	d&d_devil	defense	ant.man@avengers.com
5223	Saint Lucia	d&d_devil	heal	batman@dc-world.com
5224	Saint Lucia	d&d_lich	attack	hulk@avengers.com
5225	Saint Lucia	d&d_lich	defense	hulk@avengers.com
5226	Saint Lucia	d&d_lich	heal	hulk@avengers.com
5227	Saint Lucia	d&d_mind_flayer	attack	capatain.america@avengers.com
5228	Saint Lucia	d&d_mind_flayer	defense	capatain.america@avengers.com
5229	Saint Lucia	d&d_mind_flayer	heal	capatain.america@avengers.com
5230	Saint Lucia	d&d_vampire	attack	capatain.america@avengers.com
5231	Saint Lucia	d&d_vampire	defense	capatain.america@avengers.com
5232	Saint Lucia	d&d_vampire	heal	capatain.america@avengers.com
5233	Saint Lucia	d&d_red_dragon	attack	capatain.america@avengers.com
5234	Saint Lucia	d&d_red_dragon	defense	capatain.america@avengers.com
5235	Saint Lucia	d&d_red_dragon	heal	capatain.america@avengers.com
5236	Saint Lucia	d&d_hill_giant	attack	hawkeye@avengers.com
5237	Saint Lucia	d&d_hill_giant	defense	hawkeye@avengers.com
5238	Saint Lucia	d&d_hill_giant	heal	hawkeye@avengers.com
5239	Saint Lucia	d&d_treant	attack	hawkeye@avengers.com
5240	Saint Lucia	d&d_treant	defense	hawkeye@avengers.com
5241	Saint Lucia	d&d_treant	heal	hawkeye@avengers.com
5242	Saint Lucia	d&d_werewolf	attack	capatain.america@avengers.com
5243	Saint Lucia	d&d_werewolf	defense	capatain.america@avengers.com
5244	Saint Lucia	d&d_werewolf	heal	capatain.america@avengers.com
5245	Saint Lucia	d&d_yuan-ti	attack	capatain.america@avengers.com
5246	Saint Lucia	d&d_yuan-ti	defense	capatain.america@avengers.com
5247	Saint Lucia	d&d_yuan-ti	heal	capatain.america@avengers.com
5248	Liechtenstein	aliens	attack	iron.man@avengers.com
5249	Liechtenstein	predators	attack	thor@avengers.com
5250	Liechtenstein	d&d_beholder	attack	wasp@avengers.com
5251	Liechtenstein	d&d_beholder	defense	wasp@avengers.com
5252	Liechtenstein	d&d_beholder	heal	wasp@avengers.com
5253	Liechtenstein	d&d_devil	attack	ant.man@avengers.com
5254	Liechtenstein	d&d_devil	defense	ant.man@avengers.com
5255	Liechtenstein	d&d_devil	heal	batman@dc-world.com
5256	Liechtenstein	d&d_lich	attack	hulk@avengers.com
